model,row,status,assertions_passed,assertions_total,pass_rate,error_message,assertion_details
anthropic/claude-haiku-4-5@20251001,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
google/gemini-3.1-flash-lite-preview,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
google/gemini-3.1-flash-lite-preview,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
google/gemini-3.1-flash-lite-preview,2,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; PASS: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
google/gemini-3.1-flash-lite-preview,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
google/gemini-3.1-flash-lite-preview,4,SUCCESS,3,5,0.6,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; FAIL: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; FAIL: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
google/gemini-3.1-pro-preview,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
google/gemini-3.1-pro-preview,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
google/gemini-3.1-pro-preview,2,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; PASS: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
google/gemini-3.1-pro-preview,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
google/gemini-3.1-pro-preview,4,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; PASS: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; PASS: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
google/gemma-3-12b,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
google/gemma-3-12b,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
google/gemma-3-12b,2,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; PASS: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
google/gemma-3-12b,3,SUCCESS,3,5,0.6,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; FAIL: Response correctly identifies Student A as having the higher average assignment score.; FAIL: Response does not conflate exam scores with assignment scores or mix up the two students.
google/gemma-3-12b,4,SUCCESS,3,5,0.6,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; FAIL: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; FAIL: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
google/gemma-3-1b,0,SUCCESS,4,5,0.8,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; FAIL: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
google/gemma-3-1b,1,SUCCESS,3,5,0.6,,"FAIL: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; FAIL: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
google/gemma-3-1b,2,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; PASS: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
google/gemma-3-1b,3,SUCCESS,2,5,0.4,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; FAIL: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; FAIL: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; FAIL: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
google/gemma-3-1b,4,SUCCESS,3,5,0.6,,FAIL: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; FAIL: Response correctly identifies Factory A as having more total defects (11 vs 8).; PASS: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; PASS: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
google/gemma-3-27b,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
google/gemma-3-27b,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
google/gemma-3-27b,2,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; PASS: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
google/gemma-3-27b,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
google/gemma-3-27b,4,SUCCESS,3,5,0.6,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; FAIL: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; FAIL: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
google/gemma-3-4b,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
google/gemma-3-4b,1,SUCCESS,4,5,0.8,,"FAIL: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
google/gemma-3-4b,2,SUCCESS,4,5,0.8,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; PASS: Response correctly identifies the blocker as missing API credentials.; FAIL: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
google/gemma-3-4b,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
google/gemma-3-4b,4,SUCCESS,3,5,0.6,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; FAIL: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; FAIL: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
google/gemma-4-26b-a4b,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
google/gemma-4-26b-a4b,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
google/gemma-4-26b-a4b,2,SUCCESS,4,5,0.8,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; FAIL: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
google/gemma-4-26b-a4b,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
google/gemma-4-26b-a4b,4,SUCCESS,3,5,0.6,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; FAIL: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; FAIL: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
google/gemma-4-31b,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
google/gemma-4-31b,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
google/gemma-4-31b,2,SUCCESS,4,5,0.8,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; FAIL: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
google/gemma-4-31b,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
google/gemma-4-31b,4,SUCCESS,3,5,0.6,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; FAIL: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; FAIL: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
openai/gpt-5.4-2026-03-05,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
openai/gpt-5.4-2026-03-05,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
openai/gpt-5.4-2026-03-05,2,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; PASS: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
openai/gpt-5.4-2026-03-05,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
openai/gpt-5.4-2026-03-05,4,SUCCESS,3,5,0.6,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; FAIL: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; FAIL: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
openai/gpt-5.4-mini-2026-03-17,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
openai/gpt-5.4-mini-2026-03-17,1,SUCCESS,4,5,0.8,,"FAIL: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
openai/gpt-5.4-mini-2026-03-17,2,SUCCESS,4,5,0.8,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; FAIL: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
openai/gpt-5.4-mini-2026-03-17,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
openai/gpt-5.4-mini-2026-03-17,4,SUCCESS,2,5,0.4,,FAIL: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; FAIL: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; FAIL: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
openai/gpt-5.4-nano-2026-03-17,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
openai/gpt-5.4-nano-2026-03-17,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
openai/gpt-5.4-nano-2026-03-17,2,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; PASS: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
openai/gpt-5.4-nano-2026-03-17,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
openai/gpt-5.4-nano-2026-03-17,4,SUCCESS,3,5,0.6,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; FAIL: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; FAIL: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
openai/gpt-oss-120b,0,SUCCESS,3,5,0.6,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; FAIL: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; FAIL: Response addresses both streams without omitting either.
openai/gpt-oss-120b,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
openai/gpt-oss-120b,2,SUCCESS,4,5,0.8,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; PASS: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; FAIL: Response addresses both team streams without omitting either.
openai/gpt-oss-120b,3,SUCCESS,4,5,0.8,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; FAIL: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
openai/gpt-oss-120b,4,SUCCESS,3,5,0.6,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; FAIL: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; FAIL: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
openai/gpt-oss-20b,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
openai/gpt-oss-20b,1,SUCCESS,3,5,0.6,,"FAIL: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; FAIL: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
openai/gpt-oss-20b,2,SUCCESS,4,5,0.8,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; FAIL: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
openai/gpt-oss-20b,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
openai/gpt-oss-20b,4,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; PASS: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; PASS: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
qwen/qwen3-235b-a22b-instruct-2507,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
qwen/qwen3-235b-a22b-instruct-2507,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
qwen/qwen3-235b-a22b-instruct-2507,2,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; PASS: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
qwen/qwen3-235b-a22b-instruct-2507,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
qwen/qwen3-235b-a22b-instruct-2507,4,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; PASS: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; PASS: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
qwen/qwen3-coder-480b-a35b-instruct,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
qwen/qwen3-coder-480b-a35b-instruct,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
qwen/qwen3-coder-480b-a35b-instruct,2,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; PASS: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
qwen/qwen3-coder-480b-a35b-instruct,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
qwen/qwen3-coder-480b-a35b-instruct,4,SUCCESS,4,5,0.8,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; PASS: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; FAIL: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
