model,row,status,assertions_passed,assertions_total,pass_rate,error_message,assertion_details
qwen/qwen3-235b-a22b-instruct-2507,2,SUCCESS,5,5,1.0,,PASS: Response includes the sample size of 342 participants.; PASS: Response includes the 23% symptom reduction in the treatment group.; PASS: Response includes the placebo control group outcome.; PASS: Response includes the 8-week treatment duration.; PASS: Response does not dwell on the researcher's hobbies or unrelated withdrawal reasons.
qwen/qwen3-coder-480b-a35b-instruct,0,SUCCESS,5,5,1.0,,PASS: Response includes the 12% revenue growth in Q3.; PASS: Response includes the 4% reduction in operating costs.; PASS: Response includes the improvement in net profit margin from 8.1% to 9.6%.; PASS: Response does not reference marketing campaigns or headcount as financial metrics.; PASS: Response does not cite the planned Asian market expansion as a financial performance metric.
qwen/qwen3-coder-480b-a35b-instruct,1,SUCCESS,5,5,1.0,,"PASS: Response includes the fever of 101.3F.; PASS: Response includes the blood pressure reading of 118/76 mmHg.; PASS: Response includes oxygen saturation of 97%.; PASS: Response includes the mild cough and occasional headaches.; PASS: Response excludes irrelevant personal details about the dog, son, or restaurant."
qwen/qwen3-coder-480b-a35b-instruct,2,SUCCESS,4,5,0.8,,PASS: Response includes the sample size of 342 participants.; PASS: Response includes the 23% symptom reduction in the treatment group.; PASS: Response includes the placebo control group outcome.; PASS: Response includes the 8-week treatment duration.; FAIL: Response does not dwell on the researcher's hobbies or unrelated withdrawal reasons.
qwen/qwen3-next-80b-a3b-instruct,0,SUCCESS,5,5,1.0,,PASS: Response includes the 12% revenue growth in Q3.; PASS: Response includes the 4% reduction in operating costs.; PASS: Response includes the improvement in net profit margin from 8.1% to 9.6%.; PASS: Response does not reference marketing campaigns or headcount as financial metrics.; PASS: Response does not cite the planned Asian market expansion as a financial performance metric.
qwen/qwen3-next-80b-a3b-instruct,1,SUCCESS,5,5,1.0,,"PASS: Response includes the fever of 101.3F.; PASS: Response includes the blood pressure reading of 118/76 mmHg.; PASS: Response includes oxygen saturation of 97%.; PASS: Response includes the mild cough and occasional headaches.; PASS: Response excludes irrelevant personal details about the dog, son, or restaurant."
qwen/qwen3-next-80b-a3b-instruct,2,SUCCESS,5,5,1.0,,PASS: Response includes the sample size of 342 participants.; PASS: Response includes the 23% symptom reduction in the treatment group.; PASS: Response includes the placebo control group outcome.; PASS: Response includes the 8-week treatment duration.; PASS: Response does not dwell on the researcher's hobbies or unrelated withdrawal reasons.
qwen/qwen3-next-80b-a3b-thinking,0,SUCCESS,5,5,1.0,,PASS: Response includes the 12% revenue growth in Q3.; PASS: Response includes the 4% reduction in operating costs.; PASS: Response includes the improvement in net profit margin from 8.1% to 9.6%.; PASS: Response does not reference marketing campaigns or headcount as financial metrics.; PASS: Response does not cite the planned Asian market expansion as a financial performance metric.
qwen/qwen3-next-80b-a3b-thinking,1,SUCCESS,5,5,1.0,,"PASS: Response includes the fever of 101.3F.; PASS: Response includes the blood pressure reading of 118/76 mmHg.; PASS: Response includes oxygen saturation of 97%.; PASS: Response includes the mild cough and occasional headaches.; PASS: Response excludes irrelevant personal details about the dog, son, or restaurant."
qwen/qwen3-next-80b-a3b-thinking,2,SUCCESS,5,5,1.0,,PASS: Response includes the sample size of 342 participants.; PASS: Response includes the 23% symptom reduction in the treatment group.; PASS: Response includes the placebo control group outcome.; PASS: Response includes the 8-week treatment duration.; PASS: Response does not dwell on the researcher's hobbies or unrelated withdrawal reasons.
zai/glm-5,0,SUCCESS,5,5,1.0,,PASS: Response includes the 12% revenue growth in Q3.; PASS: Response includes the 4% reduction in operating costs.; PASS: Response includes the improvement in net profit margin from 8.1% to 9.6%.; PASS: Response does not reference marketing campaigns or headcount as financial metrics.; PASS: Response does not cite the planned Asian market expansion as a financial performance metric.
zai/glm-5,1,SUCCESS,5,5,1.0,,"PASS: Response includes the fever of 101.3F.; PASS: Response includes the blood pressure reading of 118/76 mmHg.; PASS: Response includes oxygen saturation of 97%.; PASS: Response includes the mild cough and occasional headaches.; PASS: Response excludes irrelevant personal details about the dog, son, or restaurant."
zai/glm-5,2,SUCCESS,4,5,0.8,,PASS: Response includes the sample size of 342 participants.; PASS: Response includes the 23% symptom reduction in the treatment group.; PASS: Response includes the placebo control group outcome.; PASS: Response includes the 8-week treatment duration.; FAIL: Response does not dwell on the researcher's hobbies or unrelated withdrawal reasons.
